NO,Season,NumGame,Team,Result,Rank,1Q,2Q,3Q,4Q,TotScore,2ptS,2ptA,2ptRatio,3ptS,3ptA,3ptRatio,FTS,FTA,FTRatio,RB,AS,ST,BL,FO,FB,TO,PPS,GD,FBP,POT,SCP,BP,MCP,MLM,TL,OFFRTG,DEFRTG,NETRTG,EFGRatio,TSRatio,ASTRatio,ASTTO,ASTRat,OREBRatio,DREBRatio,REBRatio,PACE,TOVRatio,POSS
156,1718,78,SK,lose,2,24,22,20,9,75,22,46,47.8,7,22,31.8,10,17,58.8,39,19,5,5,20,4,13,18,1,9,8,15,23,11,14,1276,100.7,116.4,-15.7,47.8,49.7,65.5,1.5,17.7,36.8,64.1,50.6,73,14.7,73
157,1718,79,Goyang,lose,8,27,21,17,16,93,29,54,53.7,9,19,47.4,8,12,66.7,23,19,16,3,17,4,13,28,0,8,30,11,25,13,14,1720,115.8,110.6,5.2,58.2,59.4,50,1.5,17.2,32.4,44.4,37.7,78.1,14.2,78.1
158,1718,79,Ulsan,win,4,17,27,24,13,94,26,41,63.4,11,33,33.3,9,9,100,38,25,9,4,16,7,22,24,1,15,22,22,41,13,11,762,110.6,115.8,-5.2,57.4,60.3,67.6,1.1,20,55.6,67.6,62.3,78.1,22,78.1
159,1718,80,Samsung,win,7,21,17,22,21,81,25,42,59.5,7,12,58.3,10,16,62.5,28,24,7,5,20,6,18,18,2,13,19,6,28,9,7,777,107.9,98.2,9.7,65.7,66.3,75,1.3,23.3,18.2,68.6,49.1,75,22.8,75
160,1718,80,Daegu,lose,6,23,23,13,18,77,29,51,56.9,4,21,19,7,10,70,29,16,9,2,19,5,13,25,2,9,20,20,27,7,11,1380,98.2,107.9,-9.7,48.6,50.4,48.5,1.2,15.2,31.4,81.8,50.9,75,14.5,75
161,1718,81,Anyang,win,5,16,28,20,23,87,27,41,65.9,6,20,30,15,19,78.9,27,24,15,2,17,13,11,25,0,26,24,9,25,17,15,1524,117,99,18,59,62.7,72.7,2.2,23,23.1,67.7,47.4,74,13.7,74
162,1718,81,Suwon,lose,10,25,13,12,26,76,27,42,64.3,3,19,15.8,13,20,65,30,22,8,1,19,7,17,21,1,15,12,9,10,9,13,711,99,117,-18,51.6,54.4,73.3,1.3,20.2,32.3,76.9,52.6,74,19.6,74
163,1718,82,Ulsan,lose,4,16,10,24,15,65,19,34,55.9,6,29,20.7,9,14,64.3,23,12,6,1,13,1,12,14,0,2,12,10,16,10,2,18,87.6,115.5,-27.8,44.4,47,48,1,12.9,22.6,76.2,44.2,68.9,14.8,68.9
164,1718,82,Wonju,win,1,18,26,17,18,79,27,41,65.9,6,18,33.3,7,10,70,29,14,10,3,15,5,10,24,0,10,16,6,39,11,20,2320,115.5,87.6,27.8,61,62.3,42.4,1.4,16,23.8,77.4,55.8,68.9,13.6,68.9
165,1718,83,Busan,win,3,15,24,19,24,82,28,46,60.9,3,14,21.4,17,30,56.7,31,22,6,7,17,11,11,26,0,21,21,9,38,8,10,1382,104.9,105,-0.1,54.2,56,71,2,20.7,20,71.4,47.7,74.6,13.1,74.6
166,1718,83,Changwon,lose,9,18,16,27,17,78,21,48,43.8,9,19,47.4,9,12,75,34,19,6,2,27,5,12,19,1,10,16,10,21,7,5,686,105,104.9,0.1,51.5,54,63.3,1.6,18.4,28.6,80,52.3,74.6,14.2,74.6
167,1718,84,Samsung,win,7,17,22,18,25,82,26,51,51,7,19,36.8,9,11,81.8,39,28,8,6,14,10,12,20,0,20,9,15,12,13,10,246,108.1,94.4,13.7,52.1,54.8,84.8,2.3,24.4,30.6,63.6,48.8,74.4,13.8,74.4
168,1718,84,Anyang,lose,5,23,19,19,13,74,22,57,38.6,8,23,34.8,6,10,60,41,17,5,3,15,8,10,18,2,15,9,17,27,10,11,1976,94.4,108.1,-13.7,42.5,43.8,56.7,1.7,15.3,36.4,69.4,51.3,74.4,10.6,74.4
169,1718,85,Goyang,win,8,22,19,23,16,80,23,45,51.1,7,21,33.3,13,18,72.2,38,23,7,3,16,4,6,23,0,8,12,11,25,7,14,2304,114.4,102.4,12,50.8,54.1,76.7,3.8,22.3,29.4,73.7,52.8,69.3,7.5,69.3
170,1718,85,Suwon,lose,10,16,13,26,19,74,19,40,47.5,9,27,33.3,9,12,75,34,22,4,2,20,6,10,19,1,14,4,15,14,8,2,20,102.4,114.4,-12,48.5,51.2,78.6,2.2,21.1,26.3,70.6,47.2,69.3,12.2,69.3
171,1718,86,SK,lose,2,19,19,24,11,73,26,50,52,3,13,23.1,12,15,80,41,16,7,5,18,6,16,22,1,11,7,10,9,9,5,218,99.2,106.9,-7.7,48.4,52.4,55.2,1,15.7,36.4,70.7,55.4,73.6,18.7,73.6
172,1718,86,Daegu,win,6,28,23,18,13,82,27,50,54,6,24,25,10,13,76.9,33,16,13,5,16,6,9,19,1,12,15,12,22,16,17,2153,106.9,99.2,7.7,48.6,51.4,48.5,1.8,15.3,29.3,63.6,44.6,73.6,10.1,73.6
173,1718,87,Anyang,lose,5,14,17,26,21,78,27,55,49.1,2,13,15.4,18,26,69.2,33,19,7,2,20,6,7,21,1,12,14,14,28,8,0,0,106.2,121.9,-15.6,44.1,49.1,65.5,2.7,18,33.3,58.8,45.2,71.9,8.1,71.9
174,1718,87,Ulsan,win,4,24,28,25,14,91,21,40,52.5,11,27,40.7,16,22,72.7,40,24,3,7,23,5,12,18,0,10,8,20,48,7,24,2346,121.9,106.2,15.6,56,59.3,75,2,21.3,41.2,66.7,54.8,71.9,13.5,71.9
175,1718,88,Changwon,win,9,18,25,22,22,87,26,46,56.5,9,25,36,8,12,66.7,40,28,12,2,18,14,10,25,0,30,17,7,48,11,25,1724,118.7,89.1,29.6,55.6,57,80,2.8,24.5,35.1,84.4,58,72.2,11.6,72.2
176,1718,88,Goyang,lose,8,18,16,14,17,65,22,43,51.2,3,12,25,12,18,66.7,29,13,7,2,13,4,15,21,0,8,9,5,17,7,8,575,89.1,118.7,-29.6,48.2,51.7,52,0.9,14.3,15.6,64.9,42,72.2,19.3,72.2
177,1718,89,Samsung,win,7,14,22,20,23,79,21,41,51.2,8,21,38.1,13,16,81.3,40,22,11,2,16,9,18,20,0,17,9,16,39,10,12,1268,98.7,92.3,6.4,53.2,57.2,75.9,1.2,20.2,21.2,71.7,50.6,78.3,20.7,78.3
178,1718,89,Wonju,lose,1,22,13,16,23,74,13,44,29.5,12,30,40,12,14,85.7,39,10,14,1,20,7,13,10,0,18,16,11,28,8,12,929,92.3,98.7,-6.4,41.9,46.2,40,0.8,9.7,28.3,78.8,49.4,78.3,14,78.3
179,1718,90,Changwon,lose,9,16,25,21,13,75,22,52,42.3,7,20,35,10,13,76.9,37,12,6,2,20,3,9,17,3,6,12,13,25,8,4,112,104.6,111.3,-6.7,45.1,48.3,41.4,1.3,12.2,37.5,68.8,51.4,70.3,10.4,70.3
180,1718,90,Wonju,win,1,27,16,26,12,81,22,40,55,7,20,35,16,20,80,35,13,6,4,17,2,14,18,0,4,9,11,34,8,14,2190,111.3,104.6,6.7,54.2,58.9,44.8,0.9,13.6,31.3,62.5,48.6,70.3,16.9,70.3
181,1718,91,Samsung,lose,7,18,19,27,19,99,23,47,48.9,9,18,50,26,30,86.7,29,18,11,2,24,7,14,19,0,15,12,13,38,7,6,1015,114.8,118.1,-3.2,56.2,63.3,56.3,1.3,16.3,21.4,76.7,50,83.4,15.2,83.4
182,1718,91,Goyang,win,8,15,28,23,17,100,31,48,64.6,7,20,35,17,22,77.3,29,18,8,6,25,4,14,29,0,8,12,10,44,10,7,1475,118.1,114.8,3.2,61,64.4,47.4,1.3,16.4,23.3,78.6,50,83.4,15.3,83.4
183,1718,92,Ulsan,lose,4,21,17,15,30,90,22,42,52.4,9,27,33.3,19,25,76,33,23,5,4,18,2,9,16,0,4,8,13,22,10,12,1371,113.9,118.3,-4.4,51.4,56.3,74.2,2.6,20.5,28.6,56.1,43.4,76.6,10.1,76.6
184,1718,92,Suwon,win,10,14,24,28,17,93,39,65,60,2,17,11.8,9,15,60,43,18,7,1,19,7,8,31,0,13,12,19,46,8,13,1083,118.3,113.9,4.4,51.2,52.5,43.9,2.3,15.7,43.9,71.4,56.6,76.6,8.3,76.6
185,1718,93,SK,win,2,23,23,20,28,94,28,54,51.9,6,21,28.6,20,25,80,42,16,5,2,19,3,12,24,4,7,17,17,55,10,14,1634,119,101.2,17.8,49.3,54.7,47.1,1.3,14,46.3,79.3,60,77.3,12.2,77.3
186,1718,93,Busan,lose,3,22,25,14,20,81,21,41,51.2,9,23,39.1,12,16,75,28,17,9,2,31,3,15,20,0,6,8,12,30,11,4,607,101.2,119,-17.8,53.9,57,56.7,1.1,16.5,20.7,53.7,40,77.3,17.4,77.3
187,1718,94,Wonju,win,1,17,25,23,17,82,25,48,52.1,6,22,27.3,14,21,66.7,33,12,7,6,18,3,13,23,0,7,9,16,41,12,13,1481,100.9,99.4,1.6,48.6,51.7,38.7,0.9,11.5,30.6,73.3,50,76.2,14.1,76.2
188,1718,94,Daegu,lose,6,19,18,19,19,75,29,50,58,2,13,15.4,11,17,64.7,33,11,6,5,19,7,13,19,0,14,13,8,27,10,5,707,99.4,100.9,-1.6,50.8,53.2,35.5,0.8,11.6,26.7,69.4,50,76.2,15.6,76.2
189,1718,95,Changwon,lose,9,29,14,16,21,93,26,51,51,8,18,44.4,17,25,68,32,23,9,2,22,10,11,22,0,20,15,11,18,6,9,1928,110.7,112.2,-1.5,55.1,58.1,67.6,2.1,20.2,19.4,59.5,41,81.8,12.1,81.8
190,1718,95,Anyang,win,5,24,17,15,24,94,28,62,45.2,9,19,47.4,11,20,55,46,23,7,6,22,11,11,25,0,24,9,18,20,8,4,427,112.2,110.7,1.5,51.2,52.3,62.2,2.1,18.6,40.5,80.6,59,81.8,10.9,81.8
191,1718,96,Goyang,lose,8,26,13,28,17,87,22,45,48.9,10,25,40,13,20,65,32,20,8,5,23,6,16,19,1,13,12,7,42,8,10,1638,99.1,107.7,-8.7,52.9,55.2,62.5,1.3,17.4,21.9,65.8,45.7,85.3,16.9,85.3
192,1718,96,SK,win,2,20,24,20,20,94,34,58,58.6,3,17,17.6,17,21,81,38,21,11,7,24,13,16,32,2,25,34,17,31,8,7,811,107.7,99.1,8.7,51.3,55.8,56.8,1.3,17.3,34.2,78.1,54.3,85.3,16,85.3
193,1718,97,Suwon,win,10,20,24,22,22,88,27,42,64.3,6,26,23.1,16,23,69.6,39,20,3,2,18,7,14,20,2,14,11,17,37,10,19,1872,111.2,106,5.2,52.9,56.3,60.6,1.4,17.8,36.1,78.8,56.5,74.8,15.2,74.8
194,1718,97,Samsung,lose,7,22,16,13,27,78,22,49,44.9,8,17,47.1,10,15,66.7,30,16,9,3,23,7,8,17,1,14,18,4,9,10,6,325,106,111.2,-5.2,51.5,53.7,53.3,2,16.6,21.2,63.9,43.5,74.8,9.9,74.8
195,1718,98,Busan,win,3,24,18,21,19,82,24,48,50,5,21,23.8,19,21,90.5,42,18,5,2,14,6,7,22,0,14,12,16,41,16,21,2282,107.6,98.8,8.8,45.7,52.4,62.1,2.6,17.4,23.7,80.5,53.2,75.1,8.2,75.1
196,1718,98,Wonju,lose,1,11,16,19,30,76,20,38,52.6,9,31,29,9,18,50,37,26,5,2,21,14,8,19,0,35,7,8,41,14,1,28,98.8,107.6,-8.8,48.6,49.4,89.7,3.3,23.4,19.5,76.3,46.8,75.1,9.4,75.1
197,1718,99,Ulsan,lose,4,12,15,17,19,63,19,40,47.5,5,24,20.8,10,18,55.6,30,14,9,1,18,3,14,17,0,5,11,9,32,6,0,0,84.1,112.6,-28.5,41.4,43.8,58.3,1,14,28.9,51.4,40,71.6,16.3,71.6
198,1718,99,Anyang,win,5,21,16,21,25,83,30,58,51.7,5,17,29.4,8,13,61.5,45,17,11,3,18,3,11,22,0,6,18,24,39,7,22,2378,112.6,84.1,28.5,50,51.4,48.6,1.5,15.6,48.6,71.1,60,71.6,12,71.6
199,1718,100,Daegu,win,6,17,15,24,26,82,24,47,51.1,5,11,45.5,19,27,70.4,36,17,5,4,14,4,6,16,2,8,11,7,19,10,15,1515,126.4,99.5,26.9,54.3,58.7,58.6,2.8,18.3,34.4,73.5,54.5,65.3,7.9,65.3
200,1718,100,Changwon,lose,9,15,19,20,14,68,24,52,46.2,6,16,37.5,2,3,66.7,30,12,1,0,20,2,8,19,1,4,2,17,20,5,4,643,99.5,126.4,-26.9,48.5,49,40,1.5,13.4,26.5,65.6,45.5,65.3,10.3,65.3
201,1718,101,Ulsan,win,4,25,23,16,18,82,18,29,62.1,12,30,40,10,16,62.5,26,22,9,1,13,5,9,15,0,11,20,13,30,8,22,2334,124.2,103.1,21.1,61,62.1,73.3,2.4,22.7,31,63,46.4,66.5,12,66.5
202,1718,101,Goyang,lose,8,19,11,23,19,72,29,44,65.9,3,16,18.8,5,11,45.5,30,15,7,1,20,8,15,26,0,16,12,15,28,8,1,41,103.1,124.2,-21.1,55.8,55.5,46.9,1,15.8,37,69,53.6,66.5,18.8,66.5
203,1718,102,Suwon,lose,10,7,20,21,23,71,22,48,45.8,5,23,21.7,12,15,80,31,14,7,2,22,0,7,17,0,0,2,19,35,7,3,52,96.5,126.8,-30.4,41.5,45.7,51.9,2,14.2,26.2,62.5,41.9,72.8,8.3,72.8
204,1718,102,Anyang,win,5,23,20,34,19,96,24,38,63.2,11,29,37.9,15,22,68.2,43,22,6,1,18,4,11,19,0,8,9,16,43,12,29,2243,126.8,96.5,30.4,60.4,62.6,62.9,2,20.1,37.5,73.8,58.1,72.8,12.5,72.8
205,1718,103,Busan,win,3,23,32,21,18,94,33,50,66,5,18,27.8,13,15,86.7,36,25,3,8,18,7,11,27,0,14,2,5,44,9,20,2242,116.6,105.9,10.7,59.6,63,65.8,2.3,22.6,18.5,88.6,58.1,79.9,12.9,79.9
206,1718,103,Daegu,lose,6,20,20,21,26,87,34,59,57.6,3,17,17.6,10,14,71.4,26,22,5,5,20,11,4,29,0,22,22,9,32,9,2,58,105.9,116.6,-10.7,50.7,52.9,59.5,5.5,20.3,11.4,81.5,41.9,79.9,4.6,79.9
207,1718,104,SK,lose,2,31,23,20,9,94,35,65,53.8,4,21,19,12,25,48,42,19,13,6,21,14,6,26,1,26,25,10,38,13,28,2280,103.3,106.5,-3.2,47.7,48.5,48.7,3.2,15.6,26.1,65.2,45.7,88.1,5.8,88.1
208,1718,104,Wonju,win,1,16,12,27,28,95,14,35,40,18,43,41.9,13,21,61.9,50,25,5,2,21,6,18,12,0,11,6,13,37,10,3,120,106.5,103.3,3.2,52.6,54.4,78.1,1.4,19.2,34.8,73.9,54.3,88.1,17.1,88.1
209,1718,105,Busan,win,3,28,14,23,19,84,29,52,55.8,6,21,28.6,8,14,57.1,38,24,6,4,15,7,10,26,1,14,17,22,35,8,9,2094,114.8,105,9.8,52.1,53.1,68.6,2.4,21.2,40,68.8,52.8,71.2,11.2,71.2
210,1718,105,Samsung,lose,7,22,19,21,13,75,26,42,61.9,5,22,22.7,8,10,80,34,17,7,0,20,10,13,18,1,21,13,16,23,8,3,141,105,114.8,-9.8,52.3,54.8,54.8,1.3,17.3,31.3,60,47.2,71.2,16,71.2
211,1718,106,Changwon,win,9,15,26,21,17,79,31,49,63.3,3,15,20,8,15,53.3,26,18,9,4,19,4,9,29,2,9,14,12,31,7,13,1800,110.3,109.7,0.6,55.5,55.9,52.9,2,18.4,25.8,62.1,43.3,68.4,11.3,68.4
212,1718,106,Suwon,lose,10,15,18,18,24,75,22,44,50,5,14,35.7,16,19,84.2,34,14,3,1,19,1,13,18,1,2,7,7,24,6,5,475,109.7,110.3,-0.6,50.9,56.5,51.9,1.1,15,37.9,74.2,56.7,68.4,16.4,68.4
213,1718,107,Anyang,win,5,19,24,33,16,92,23,43,53.5,9,25,36,19,25,76,38,19,8,4,20,5,7,20,0,10,11,15,35,12,26,2078,127.8,101.9,25.9,53.7,58.2,59.4,2.7,18.1,40,72.7,55.9,70.7,8.1,70.7
214,1718,107,Goyang,lose,8,18,20,17,20,75,26,47,55.3,4,18,22.2,11,15,73.3,30,13,3,1,22,1,11,24,1,2,7,9,35,9,2,199,101.9,127.8,-25.9,49.2,52.4,43.3,1.2,13.6,27.3,60,44.1,70.7,13.3,70.7
215,1718,108,Ulsan,win,4,30,25,16,10,81,28,51,54.9,6,20,30,7,17,41.2,52,20,2,8,22,9,13,26,0,19,5,16,25,24,34,2312,111.8,94.7,17,52.1,51.6,58.8,1.5,17.9,46.3,82.5,64.2,72.4,14.2,72.4
216,1718,108,Samsung,lose,7,10,17,18,25,70,22,50,44,3,15,20,17,27,63,29,12,6,0,20,4,4,21,2,9,12,8,21,9,0,0,94.7,111.8,-17,40.8,45.5,48,3,12.9,17.5,53.7,35.8,72.4,4.9,72.4
217,1718,109,SK,win,2,15,18,17,18,92,29,59,49.2,6,27,22.2,16,21,76.2,53,26,7,6,17,6,16,23,0,13,9,14,44,9,6,1200,96.6,91.7,4.9,44.2,48.3,74.3,1.6,18.9,37.2,82.2,60.2,91.3,14.4,91.3
218,1718,109,Daegu,lose,6,23,6,21,18,87,22,51,43.1,10,32,31.3,13,18,72.2,35,20,7,4,21,10,12,18,1,23,19,13,22,9,10,1345,91.7,96.6,-4.9,44.6,47.8,62.5,1.7,16.3,17.8,62.8,39.8,91.3,11.7,91.3
219,1718,110,Anyang,win,5,19,16,25,21,81,23,47,48.9,8,25,32,11,21,52.4,49,19,11,2,16,6,12,17,0,12,13,16,40,11,15,1440,102.2,87.7,14.6,48.6,49.9,61.3,1.6,16.9,31.1,79.5,55.1,80.5,12.9,80.5
220,1718,110,Wonju,lose,1,19,17,18,19,73,21,43,48.8,8,30,26.7,7,12,58.3,40,13,7,5,19,2,14,14,2,5,12,17,38,7,4,580,87.7,102.2,-14.6,45.2,46.6,44.8,0.9,12.3,20.5,68.9,44.9,80.5,15.2,80.5
221,1718,111,Busan,lose,3,20,18,23,20,81,21,42,50,8,26,30.8,15,21,71.4,34,18,2,4,18,3,9,20,0,6,7,15,38,6,2,75,112.1,125.6,-13.5,48.5,52.4,62.1,2,17.3,38.9,62.5,50,67.7,10.4,67.7
222,1718,111,Goyang,win,8,20,21,23,22,86,32,53,60.4,3,16,18.8,13,17,76.5,34,18,5,3,22,5,4,24,0,9,14,11,18,11,12,2151,125.6,112.1,13.5,52.9,56.2,51.4,4.5,18.3,37.5,61.1,50,67.7,5,67.7
223,1718,112,Daegu,lose,6,24,21,14,16,75,28,51,54.9,3,16,18.8,10,14,71.4,24,19,9,2,20,5,9,23,0,10,18,10,21,6,8,633,98.5,124,-25.6,48.5,51.3,61.3,2.1,18.8,16.7,66.7,38.1,73.8,11,73.8
224,1718,112,Ulsan,win,4,27,13,26,25,91,24,38,63.2,10,22,45.5,13,19,68.4,39,22,9,3,17,8,14,21,0,18,19,19,11,12,20,1443,124,98.5,25.6,65,66.6,64.7,1.6,21.1,33.3,83.3,61.9,73.8,17,73.8
225,1718,113,Changwon,lose,9,11,31,7,28,77,21,45,46.7,7,22,31.8,14,17,82.4,28,19,6,1,26,8,12,18,1,18,16,12,42,7,4,270,106.2,124.6,-18.3,47,51.7,67.9,1.6,18,46.7,63.6,53.8,66.8,13.9,66.8
226,1718,113,Samsung,win,7,20,21,26,21,88,27,43,62.8,3,13,23.1,25,31,80.6,24,17,8,6,20,8,9,21,0,16,19,12,19,11,19,1915,124.6,106.2,18.3,56.3,63.2,56.7,1.9,17.8,36.4,53.3,46.2,66.8,11.4,66.8
227,1718,114,Suwon,lose,10,24,28,18,29,99,30,44,68.2,6,26,23.1,21,26,80.8,26,22,8,1,21,7,9,24,2,15,15,16,46,8,2,69,129.5,131.6,-2.1,55.7,60.8,61.1,2.4,19.6,45.2,54.5,49.1,73.6,10,73.6
228,1718,114,SK,win,2,29,24,29,21,103,27,46,58.7,10,18,55.6,19,21,90.5,27,26,6,4,22,8,15,21,0,15,11,14,30,8,14,2089,131.6,129.5,2.1,65.6,70.3,70.3,1.7,22.8,45.5,54.8,50.9,73.6,17,73.6
229,1718,115,Wonju,lose,1,12,21,29,20,82,27,48,56.3,8,23,34.8,4,6,66.7,34,19,6,3,23,3,17,24,0,6,10,14,49,11,1,45,103,115.2,-12.3,54.9,55.7,54.3,1.1,17.3,32.4,74.2,52.3,76.5,18.8,76.5
230,1718,115,Ulsan,win,4,21,20,23,25,89,22,43,51.2,10,23,43.5,15,21,71.4,31,20,9,5,12,9,10,18,0,19,17,8,23,12,12,2129,115.2,103,12.3,56.1,59.1,62.5,2,19,25.8,67.6,47.7,76.5,11.7,76.5
231,1718,116,Busan,lose,3,16,26,15,21,78,28,52,53.8,4,13,30.8,10,17,58.8,35,11,2,2,16,3,12,26,0,9,6,8,33,11,15,1565,107.6,119.7,-12,52.3,53.8,34.4,0.9,11.5,35.3,79.3,55.6,70.2,14.2,70.2
232,1718,116,Changwon,win,9,16,14,26,28,84,30,48,62.5,7,20,35,3,5,60,28,23,12,1,19,6,6,24,0,14,17,10,30,10,8,577,119.7,107.6,12,59.6,59.8,62.2,3.8,23.2,20.7,64.7,44.4,70.2,7.9,70.2
233,1718,117,Suwon,lose,10,24,19,23,13,79,27,50,54,6,26,23.1,7,13,53.8,32,16,11,0,20,8,7,23,0,16,20,17,44,10,19,1618,107.2,124.3,-17.1,47.4,48.3,48.5,2.3,15.3,34.9,58.6,44.4,70.9,7.9,70.9
234,1718,117,Goyang,win,8,14,24,29,21,88,23,42,54.8,9,18,50,15,20,75,40,23,3,3,16,8,14,22,0,16,9,15,31,10,10,641,124.3,107.2,17.1,60.8,64,71.9,1.6,21.7,41.4,65.1,55.6,70.9,16.9,70.9
235,1718,118,Anyang,win,5,17,21,23,25,86,19,33,57.6,13,31,41.9,9,12,75,34,19,7,1,20,1,11,13,0,2,10,13,47,10,15,1688,119,97.1,21.9,60.2,62.1,59.4,1.7,19.1,25.8,55.3,43.6,71.5,13.7,71.5
236,1718,118,SK,lose,2,17,21,18,18,74,20,49,40.8,7,29,24.1,13,21,61.9,44,12,5,1,17,6,10,18,1,12,12,18,38,8,6,413,97.1,119,-21.9,39.1,42.4,44.4,1.2,11,44.7,74.2,56.4,71.5,10.3,71.5
237,1718,119,Daegu,lose,6,21,22,25,23,91,27,36,75,6,18,33.3,19,30,63.3,25,25,10,3,19,7,19,21,0,13,14,4,25,9,8,658,112.1,116,-3.9,66.7,67.7,75.8,1.3,22.5,22.7,80,53.2,81.5,22,81.5
238,1718,119,Samsung,win,7,19,29,29,21,98,35,53,66,5,14,35.7,13,17,76.5,22,23,14,0,22,8,15,23,2,16,21,16,33,8,15,1599,116,112.1,3.9,63.4,65.8,57.5,1.5,20.4,20,77.3,46.8,81.5,16.8,81.5
239,1718,120,Changwon,win,9,27,22,21,13,83,23,41,56.1,8,19,42.1,13,17,76.5,30,18,6,1,21,8,9,20,0,19,14,9,23,12,25,2374,121.2,107.1,14.1,58.3,61.5,58.1,2,19.1,28.6,62.9,47.6,66,11.8,66
240,1718,120,Goyang,lose,8,10,22,18,22,72,20,42,47.6,6,20,30,14,21,66.7,33,13,7,1,22,4,9,18,0,9,11,21,40,8,0,0,107.1,121.2,-14.1,46.8,50.5,50,1.4,13.9,37.1,71.4,52.4,66,11.2,66
241,1718,121,Busan,win,3,19,24,30,22,95,29,49,59.2,8,22,36.4,13,18,72.2,40,26,5,2,20,5,9,29,0,11,8,14,21,8,24,2298,125.1,113.1,12,57.7,60.2,70.3,2.9,22.8,36.4,68.3,54.1,74.1,10.2,74.1
242,1718,121,Suwon,lose,10,19,14,29,24,86,26,51,51,7,24,29.2,13,16,81.3,34,22,6,1,19,3,7,25,0,8,12,14,38,8,0,0,113.1,125.1,-12,48.7,52.4,66.7,3.1,19.8,31.7,63.6,45.9,74.1,7.9,74.1
243,1718,122,Ulsan,win,4,18,14,18,17,67,20,40,50,4,18,22.2,15,20,75,39,20,11,4,21,6,15,15,0,12,14,9,20,10,12,2295,97.4,80,17.4,44.8,50.1,83.3,1.3,19.6,40.6,57.8,50.6,68.4,18.3,68.4
244,1718,122,SK,lose,2,10,19,22,8,59,18,53,34,4,17,23.5,11,13,84.6,38,11,9,5,18,5,17,15,1,13,15,17,24,9,1,82,80,97.4,-17.4,34.3,39,50,0.6,10.6,42.2,59.4,49.4,68.4,18.3,68.4
245,1718,123,Wonju,win,1,16,14,24,30,84,23,49,46.9,6,18,33.3,20,24,83.3,39,12,7,6,17,8,11,22,1,18,21,14,20,10,9,873,106.9,96.2,10.8,47.8,54.2,41.4,1.1,11.9,26.3,80.6,52.7,77.1,12.4,77.1
246,1718,123,Samsung,lose,7,18,20,15,23,76,20,48,41.7,8,19,42.1,12,16,75,35,12,7,2,21,2,12,13,0,5,10,11,12,10,11,1253,96.2,106.9,-10.8,47.8,51.3,42.9,1,12.2,19.4,73.7,47.3,77.1,13.9,77.1
247,1718,124,Anyang,win,5,23,10,21,24,78,19,46,41.3,8,19,42.1,16,22,72.7,38,13,3,7,11,2,8,15,3,4,8,9,34,16,9,815,108.8,104.5,4.3,47.7,52.2,48.1,1.6,13.6,28.9,64.3,47.5,69.9,9.7,69.9
